member_id,posture,start_time,end_time
test,DP,2023-12-22 06:34:01,2023-12-22 12:56:04
test,CP,2023-12-22 12:56:04,2023-12-22 13:28:05
test,DP,2023-12-22 13:28:05,2023-12-22 14:00:00
test,CP,2023-12-22 14:56:00,2023-12-22 15:14:01
test,DP,2023-12-22 15:14:01,2023-12-22 16:17:18
test,CP,2023-12-22 16:17:18,2023-12-23 00:33:46
test,DP,2023-12-23 00:33:46,2023-12-23 02:04:48
test,CP,2023-12-23 02:04:48,2023-12-23 05:31:00
test,CP,2023-12-23 16:05:00,2023-12-23 16:06:41
test,DP,2023-12-23 16:06:41,2023-12-23 16:46:36
test,CP,2023-12-23 16:46:36,2023-12-23 16:59:19
test,DP,2023-12-23 16:59:19,2023-12-23 17:21:00
test,CP,2023-12-24 06:06:00,2023-12-24 07:48:36
test,DP,2023-12-24 07:48:36,2023-12-24 08:38:27
test,CP,2023-12-24 08:38:27,2023-12-24 09:12:00
test,CP,2023-12-24 21:55:00,2023-12-25 04:19:00
test,DP,2023-12-25 04:19:00,2023-12-25 06:55:50
test,CP,2023-12-25 06:55:50,2023-12-25 07:31:00
test,DP,2023-12-25 12:50:00,2023-12-25 14:46:37
test,CP,2023-12-25 14:46:37,2023-12-25 18:32:32
test,DP,2023-12-25 18:32:32,2023-12-26 06:35:10
test,CP,2023-12-26 06:35:10,2023-12-26 07:42:27
test,DP,2023-12-26 07:42:27,2023-12-26 07:51:00
test,DP,2023-12-26 17:32:00,2023-12-26 18:17:40
test,CP,2023-12-26 18:17:40,2023-12-27 00:31:28
test,DP,2023-12-27 00:31:28,2023-12-27 03:47:08
test,CP,2023-12-27 03:47:08,2023-12-27 07:08:08
test,DP,2023-12-27 07:08:08,2023-12-27 07:11:17
test,CP,2023-12-27 07:11:17,2023-12-27 08:28:00
test,CP,2023-12-28 01:41:00,2023-12-28 08:40:38
test,DP,2023-12-28 08:40:38,2023-12-28 09:34:59
test,CP,2023-12-28 09:34:59,2023-12-28 10:49:17
test,DP,2023-12-28 10:49:17,2023-12-28 13:14:44
test,CP,2023-12-28 13:14:44,2023-12-28 15:35:05
test,DP,2023-12-28 15:35:05,2023-12-28 17:38:00
test,DP,2023-12-29 11:38:00,2023-12-29 12:52:47
test,CP,2023-12-29 12:52:47,2023-12-29 14:30:27
test,DP,2023-12-29 14:30:27,2023-12-29 15:01:00
test,CP,2023-12-30 07:32:00,2023-12-30 13:33:15
test,DP,2023-12-30 13:33:15,2023-12-30 14:47:11
test,CP,2023-12-30 14:47:11,2023-12-30 15:55:58
test,DP,2023-12-30 15:55:58,2023-12-30 17:59:49
test,CP,2023-12-30 17:59:49,2023-12-30 22:36:42
test,DP,2023-12-30 22:36:42,2023-12-30 23:50:00
test,DP,2023-12-31 16:28:00,2023-12-31 16:47:21
test,CP,2023-12-31 16:47:21,2023-12-31 18:41:10
test,DP,2023-12-31 18:41:10,2024-01-01 01:07:43
test,CP,2024-01-01 01:07:43,2024-01-01 02:43:49
test,DP,2024-01-01 02:43:49,2024-01-01 04:41:13
test,CP,2024-01-01 04:41:13,2024-01-01 06:20:49
test,DP,2024-01-01 06:20:49,2024-01-01 08:27:36
test,CP,2024-01-01 08:27:36,2024-01-01 10:01:00
test,DP,2024-01-02 06:35:00,2024-01-02 06:45:16
test,CP,2024-01-02 06:45:16,2024-01-02 07:20:20
test,DP,2024-01-02 07:20:20,2024-01-02 07:51:10
test,CP,2024-01-02 07:51:10,2024-01-02 07:54:00
test,DP,2024-01-03 00:00:00,2024-01-03 03:07:55
test,CP,2024-01-03 03:07:55,2024-01-03 04:07:34
test,DP,2024-01-03 04:07:34,2024-01-03 04:24:34
test,CP,2024-01-03 04:24:34,2024-01-03 05:43:55
test,DP,2024-01-03 05:43:55,2024-01-03 06:27:03
test,CP,2024-01-03 06:27:03,2024-01-03 07:06:10
test,DP,2024-01-03 07:06:10,2024-01-03 07:35:00
